STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG
MADHYA PRADESH,SHIVPURI,13,6.8,3.6,2.3,6.9,70.5,276.1,280
MADHYA PRADESH,UJJAIN,6.4,2.1,2,0.8,5.4,104.7,276.6,291.6
MADHYA PRADESH,BHOPAL,11.8,7,6.5,2.5,9.7,111.8,338.5,355.9
MADHYA PRADESH,HARDA,9,6.2,3.1,0.9,6.4,110.3,340.6,379.8
MADHYA PRADESH,NEEMUCH,4.5,2.8,3.7,2.3,6.1,85.2,264.5,258.8
MADHYA PRADESH,SHEOPUR,9.8,3.3,4.3,2.2,6.8,69.1,271.8,278.2
MADHYA PRADESH,BARWANI,2.9,0.8,1.9,0.9,7.2,105.6,198,194.6
MADHYA PRADESH,ASHOKNAGAR(GNA,7.2,6.5,3,0.7,1.8,71.2,315.6,314
MADHYA PRADESH,BURHANPUR,4.2,2.9,6.7,2.1,16.2,158.9,223.9,251.8
MADHYA PRADESH,ALIRAJPUR(JBA),3.9,2.2,1.7,1.7,8.3,113.9,270.8,257
MADHYA PRADESH,BALAGHAT,20.9,15.3,15.1,7.1,6.7,184.5,475.3,451.9
MADHYA PRADESH,CHHATARPUR,17.6,12.6,6,3.1,5.3,95,317.3,369.6
MADHYA PRADESH,CHHINDWARA,17.5,14.7,17.3,8,8.8,146.8,283.6,278
MADHYA PRADESH,JABALPUR,18.2,11.4,11.4,3.7,7.6,124.6,355.1,411.1
MADHYA PRADESH,MANDLA,24.7,22.6,22.8,9.6,7.5,157.4,432.2,442.5
MADHYA PRADESH,NARSINGHPUR,10.8,10.6,5.8,2,6,113.1,353.7,383
MADHYA PRADESH,PANNA,22.5,14.8,8.7,2.5,4.1,111.8,358.7,391.4
MADHYA PRADESH,REWA,18,13.9,10.4,3,4.7,121.4,307,326.7
MADHYA PRADESH,SAGAR,17.8,12.2,10,2.3,6.9,127.7,352.6,410
MADHYA PRADESH,SATNA,23.1,15.7,9.5,3.8,4.6,120.7,305.7,333
MADHYA PRADESH,SEONI,18.4,18.7,22.7,9.6,9.8,163.6,357.9,324.1
MADHYA PRADESH,SHAHDOL,23.5,19.1,13.1,5,7.7,122.6,313.8,364.2
MADHYA PRADESH,SIDHI,20.7,14.7,11.6,3.4,9.4,129.1,323.3,332.6
MADHYA PRADESH,TIKAMGARH,20.1,7.1,4.5,1.8,4.9,82.8,281.9,332.8
MADHYA PRADESH,KATNI,19.9,13.7,9.1,2.2,3.3,112.2,354.4,391.1
MADHYA PRADESH,DINDORI,19.6,19.4,13.8,5,9.1,196.9,413.3,403.4
MADHYA PRADESH,UMARIA,26.7,21.5,16.2,7.4,7.9,124.9,339.8,415.2
MADHYA PRADESH,DAMOH,20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1
MADHYA PRADESH,ANUPPUR(SHAHD,29.5,24.8,20.5,14.7,19.9,177.6,386.3,387.2
MADHYA PRADESH,SINGRAULI,10.4,12.6,7.8,3.4,4.8,112.1,262.3,272.8
GUJARAT,AHMEDABAD,0.8,0.3,0.5,0.7,5.9,91,215.4,190.8
GUJARAT,BANASKANTHA,1.4,1.3,2.4,0.9,3.7,63.4,220,181.5
GUJARAT,BARODA,1.2,0,0.5,0.8,4.6,138.8,332.5,306.3
GUJARAT,BHARUCH,0.3,0.1,0.8,0.1,4.9,135.4,283.2,221.2
GUJARAT,VALSAD,0.7,0.1,0.5,0,6.3,350.5,771.8,522.1
GUJARAT,DANGS,1.5,1,1.4,3.4,12.5,258.6,749.8,588.6
GUJARAT,KHEDA,1.2,0.4,1.3,0.4,4.5,110.3,291,259.8
GUJARAT,MEHSANA,1.3,0.6,1,1,5.7,73.9,248.2,208
GUJARAT,PANCHMAHALS,1,0.1,0.7,0.3,6,114.5,311.5,322.6
GUJARAT,SABARKANTHA,1.1,0.6,2.3,1.4,4.5,89.1,289,260.8
GUJARAT,SURAT,0,0.1,0.9,0.1,5.4,223.4,495.7,326.6
GUJARAT,GANDHINAGAR,0.9,0.6,0.7,0.4,6.8,72.3,280.6,223.3
GUJARAT,NARMADA(BRC),0.5,0,1.1,0.2,6,164.4,405.2,348.6
GUJARAT,NAVSARI(VSD),0.6,0.1,0.8,0,7.2,305.3,728.9,484.8
GUJARAT,ANAND(KHR),1.2,0.3,1.6,0.4,3.7,119.5,277.3,261.2
GUJARAT,PATAN(MHSN),1.1,0.9,1.5,0.3,3.8,56.9,206.3,166
GUJARAT,DAHOD(PNML),1.8,0.2,1.3,1,4.5,111,284.6,292
GUJARAT,TAPI(SRT),0,0,0.8,0.1,8.1,234.8,574.5,442.7
GUJARAT,AMRELI,0.6,0.2,1.4,0.2,3.2,104.8,190.8,126.2
GUJARAT,BHAVNAGAR,0.5,0.3,1.2,0.1,2.9,115.5,178.8,140
GUJARAT,JAMNAGAR,0.6,1,2.7,0.3,1.5,89.1,196.6,118
GUJARAT,JUNAGADH,0.5,0.4,0.3,0.1,1.2,190.2,334.1,165.5
GUJARAT,KUTCH,0.6,0.7,1.7,0.2,2.8,45.1,151.5,103.9
GUJARAT,RAJKOT,0.3,0,0.9,0.4,2.9,96.6,216.4,144.2
GUJARAT,SURENDRANAGAR,0.2,0,0.1,0.3,4.7,99.7,168.8,148.1
GUJARAT,PORBANDAR,0.5,0.9,1.3,0.1,1.6,166.3,277.3,145.6
DADAR NAGAR HAVELI,DNH,0.4,0.3,0,0,7.4,385.1,884.5,655.9
DAMAN AND DUI,DAMAN,0.4,0.3,0,0,7.4,385.1,884.5,655.9
DAMAN AND DUI,DIU,0.7,0.7,0.4,0.2,0.9,167.9,281.7,133.3
MAHARASHTRA,MUMBAI CITY,1,1,0.4,1,18,539,785.4,508.7
MAHARASHTRA,RAIGAD,0.2,0.2,0.1,1.8,20.3,656.8,1209.8,852.8
MAHARASHTRA,RATNAGIRI,0.1,0,0.1,3.5,31.7,829.9,1212.7,859.2
MAHARASHTRA,THANE,0.2,0.3,0.3,0.7,13.9,436.4,973.7,677.8
MAHARASHTRA,SINDHUDURG,0.3,0.1,0.4,4.3,58.9,909.5,1100,706.9
MAHARASHTRA,MUMBAI SUB,1,1,0.4,1,18,539,785.4,508.7
GOA,NORTH GOA,0.4,0,0.7,9,94.3,949.8,1182.6,730.2
GOA,SOUTH GOA,0.7,0.1,0.4,6.6,81.2,866.4,1033.6,637.4
MAHARASHTRA,AHMEDNAGAR,0.6,1.3,3,5.3,21.6,104.9,101.8,91.8
MAHARASHTRA,DHULE,2.5,1,3.2,1.6,10.3,117.5,168.9,131.4
MAHARASHTRA,JALGAON,3.3,2.4,4.3,1.4,7.5,132.1,191,195.6
MAHARASHTRA,KOLHAPUR,1,0.8,4.6,25.9,60.2,351.5,723.7,477.2
MAHARASHTRA,NASHIK,1.2,0.5,1,4.7,15.1,154.9,315,259
MAHARASHTRA,PUNE,0.6,0.1,1.6,7.6,27.4,156.9,312.9,225.1
MAHARASHTRA,SANGLI,1.7,0.8,4.3,22.6,54,119,150.6,107.2
MAHARASHTRA,SATARA,0.7,0.7,3.1,14,36.4,150.7,254.4,175.2
MAHARASHTRA,SOLAPUR,2.7,1.5,3.4,9.2,29.8,102.7,99.8,101.6
MAHARASHTRA,NANDURBAR,1,0,0.3,1.5,9.3,137.6,301.4,243.3
MAHARASHTRA,AURANGABAD,2.5,1.6,3.1,2.8,17.1,130.4,156.3,157.9
MAHARASHTRA,BEED,2.5,2,3.8,7,19.7,128.3,136.2,137
MAHARASHTRA,NANDED,4.9,4.5,8.4,8.8,15.9,155.2,247.1,242.6
MAHARASHTRA,OSMANABAD,3.4,2.6,3.9,7.5,26.3,132.1,154.2,154.2
MAHARASHTRA,PARBHANI,5.8,2.9,7.9,7.5,14.4,154.6,215.3,219.9
MAHARASHTRA,LATUR,4.4,3.6,7.8,11.5,21.1,144.8,217.9,220.4
MAHARASHTRA,JALNA,3.2,2,4.5,2.7,17.5,139.3,165,159.9
MAHARASHTRA,HINGOLI,5,4.8,7.2,6.1,13.4,185.2,243.3,255.7
MAHARASHTRA,AKOLA,8.6,5.3,8.8,4.4,9.7,142.9,226.3,204.3
MAHARASHTRA,AMRAVATI,10.1,6.3,7.8,3.7,6.4,137.2,254.2,243.8
MAHARASHTRA,BHANDARA,15.9,13.2,17.7,10.2,11.4,168,376.4,391.2
MAHARASHTRA,BULDHANA,4.6,3,6.1,2.9,8,139.7,191.5,195.3
MAHARASHTRA,CHANDRAPUR,11.4,8.9,14.6,10.8,11.6,180.6,374,374.1
MAHARASHTRA,NAGPUR,13.7,10.9,15.9,9.7,11,158,308.9,280.6
MAHARASHTRA,YAVATMAL,8.6,4.6,11,7.7,11.9,173.6,267.1,262.8
MAHARASHTRA,WARDHA,11.2,9.2,13.1,8.5,15.9,169.7,273.6,273.2
MAHARASHTRA,GADCHIROLI,9.6,7.6,14,12.2,17,209.2,454,441.4
MAHARASHTRA,WASHIM,9,5.7,7.5,4.9,8.3,173,245.4,250.4
MAHARASHTRA,GONDIA,15.2,11.2,16.3,9.1,8.4,174.1,418.1,424.3
CHATISGARH,BASTAR,8.2,8.6,16.2,36.7,38.6,203.8,350.9,373.9
CHATISGARH,BILASPUR,17.4,17.2,17.9,15,18.1,171.1,357.9,336.3
CHATISGARH,DURG,6.4,5.7,12.3,7,9.3,173,325.6,320.7
CHATISGARH,RAIGARH,11,12.8,11.6,11.4,18.3,179.8,373.2,356.9
CHATISGARH,RAIPUR,6.5,8.5,12.3,9.2,16.5,170.3,352.9,327.1
CHATISGARH,SURGUJA,18.7,15.1,13.6,8.5,14.5,198.5,393.7,379.2
CHATISGARH,RAJNANDGAON,9,9.2,12.6,7.8,15.5,169.3,351.6,341.1
CHATISGARH,DANTEWADA,2.6,0.8,4.5,14.7,21.9,180.5,407.9,381
CHATISGARH,KANKER (NORH,7.9,11.1,14.8,18.1,19.9,191.7,392.5,423.4
CHATISGARH,JANJGIR-CHAMP,13.1,12.1,14.2,7,11.3,167.6,394.1,417.2
CHATISGARH,KORBA,17.2,15.4,15.8,12.4,12.2,183.2,409.8,434.7
CHATISGARH,JASHPUR,19.6,21.2,13.8,17.9,31.6,245.2,428.6,417.4
CHATISGARH,DHAMTARI,3.9,9,11.4,11.3,17.2,157.9,357.8,326.6
CHATISGARH,MAHASAMUND,3.7,7.8,12.2,5.6,10.4,171.8,332.4,339.9
CHATISGARH,KORIYA,15.9,7.2,9.8,4.3,5.8,159.7,389.1,382.8
CHATISGARH,KOWARDHA (KAB,12.6,13.9,14,7.6,16.7,141.9,281.2,286.1
CHATISGARH,NARAYANPUR,6.9,8.7,14.7,22.7,24.5,189.3,399.9,425.7
CHATISGARH,BIJAPUR,6.2,4.2,11.9,18.9,12.4,195.9,458.2,486.1
ANDHRA PRADESH,EAST GODAVARI,6,10.1,11.3,22.8,75.3,131.9,206.4,188.4
ANDHRA PRADESH,WEST GODAVARI,6.1,10.7,8.7,19,55.8,135.8,240.2,227.8
ANDHRA PRADESH,GUNTUR,5.5,7.7,7.7,15,58.4,90.2,147.3,155.4
ANDHRA PRADESH,KRISHNA,4.6,6.3,8.7,16.9,46.8,120.9,216.6,194.2
ANDHRA PRADESH,NELLORE,15.7,11.6,6,15.2,51.4,53.4,91.2,95
ANDHRA PRADESH,PRAKASAM,7.9,8.8,10.5,14.9,52.3,64.3,99.3,95.9
ANDHRA PRADESH,SRIKAKULAM,7.9,18.1,17.2,26.3,63.9,145,190.2,202.4
ANDHRA PRADESH,VISAKHAPATNAM,8.8,10.8,17.6,44.7,96.6,132.6,178.2,178.2
ANDHRA PRADESH,VIZIANAGARAM,8.7,14.4,17.7,32.3,90.7,140.7,181.5,194.8
ANDHRA PRADESH,ADILABAD,7.5,7,11.4,11.9,18.2,178.4,317.4,291.7
ANDHRA PRADESH,HYDERABAD,5.9,7.4,14.6,20.4,33.8,110.7,176.8,190.5
ANDHRA PRADESH,KARIMNAGAR,10.8,5.6,10.8,15.7,24,153.2,257.3,226.7
ANDHRA PRADESH,KHAMMAM,4.5,7.1,10.6,23.8,52.6,150.3,282.8,256.4
ANDHRA PRADESH,MAHABUBNAGAR,1.8,2.9,5.6,16.6,34.1,91.1,161.6,158.2
ANDHRA PRADESH,MEDAK,6.5,4.9,9.5,18.8,28,138.2,229.4,211.1
ANDHRA PRADESH,NALGONDA,4.1,4.3,9.2,15.1,28.7,103.2,154.7,147.2
ANDHRA PRADESH,NIZAMABAD,7.9,4.4,8.8,12.3,24.5,161.3,289.4,296.5
ANDHRA PRADESH,WARANGAL,8.3,7.8,12.3,14.2,28.7,147.6,271.2,222.3
ANDHRA PRADESH,RANGAREDDY,3.1,4,7.4,21.1,34.6,109.4,190.6,176.5
ANDHRA PRADESH,ANANTAPUR,3,3.3,6.1,18.9,56.7,55.2,64.3,74.5
ANDHRA PRADESH,CHITTOOR,7.7,7.6,10.1,25.6,67.2,66.8,100.1,110.2
ANDHRA PRADESH,KUDDAPAH,1.9,2.4,4.7,17.3,47.6,69.8,101.1,108.6
ANDHRA PRADESH,KURNOOL,1.2,1.9,5.7,18.3,51.7,80.5,115.8,124.3
TAMIL NADU,VELLORE,8.1,6.8,9.2,22.3,75,65.9,107.3,129
TAMIL NADU,COIMBATORE,8.1,12.2,17.2,53.4,79.7,32.9,47.2,40.6
TAMIL NADU,DHARMAPURI,8,10.2,15.9,41.7,102.8,53.6,77.9,99.3
TAMIL NADU,KANYAKUMARI,18.4,22,42.5,104.3,141.5,186.1,112.5,76.7
TAMIL NADU,CHENNAI,22.1,14.6,3,12,43.5,64.1,108.6,147.9
TAMIL NADU,MADURAI,13.6,14.5,20.6,57.8,66.4,48.7,66.6,87.3
TAMIL NADU,NILGIRIS,23.1,26.2,35.6,82.4,117.3,169.8,260.8,180.9
TAMIL NADU,RAMANATHAPURA,33,18.3,23.5,53,39,16.9,30.1,44.2
TAMIL NADU,SALEM,8.5,7.5,16,54,100.8,65.1,96.4,119.6
TAMIL NADU,THANJAVUR,26.9,15.4,17.3,30.5,54.3,39.8,65,101.8
TAMIL NADU,TIRUCHIRAPPAL,13.6,9.1,11.8,38.4,59.7,31.5,53.2,73.8
TAMIL NADU,TIRUNELVELI,35.4,33.9,48.1,70.4,47.7,37.9,39.5,26.8
TAMIL NADU,ERODE,6.6,9.5,16.8,44.5,81.1,27.5,38.9,57.6
TAMIL NADU,PUDUKKOTTAI,23.2,9.9,13.5,34.2,49.8,44.6,79.3,109
TAMIL NADU,DINDIGUL,19,11.9,22.4,62.6,83,41.2,55.9,70.5
TAMIL NADU,VIRUDHUNAGAR,18.8,24,28.8,67.5,65.2,22.1,35.8,51.4
TAMIL NADU,SIVAGANGA,15.6,12.3,17.5,46.1,57.6,41.9,72,88.2
TAMIL NADU,THOOTHUKUDI,24.6,18.2,29.1,51.5,31,7.1,15.9,15.8
TAMIL NADU,TIRUVANNAMALA,14.7,11.8,11.4,19.3,68.2,62.4,96,142.3
TAMIL NADU,NAGAPATTINAM,62.6,23.1,18.5,24,38,36.8,59.9,93
TAMIL NADU,VILUPPURAM,18.5,9.7,9.3,16.3,50.4,48.9,83.9,130.2
TAMIL NADU,CUDDALORE,27.9,16.2,14.6,17,50.1,47.3,75.1,129.2
TAMIL NADU,KANCHIPURAM,17.3,11.8,3.3,16.4,46.3,68.4,109.5,164.1
TAMIL NADU,TIRUVALLUR,18,13.5,5.1,13.7,48.4,68.6,110.3,135.4
TAMIL NADU,THENI,16,19.4,35.4,73.4,59.5,22,32.6,33.3
TAMIL NADU,NAMAKKAL,6.5,7.4,12.7,44.1,91.8,44,68,97.4
TAMIL NADU,KARUR,9.7,7.8,10.4,38,60.8,19.8,35.7,51.8
TAMIL NADU,PERAMBALUR,13.1,8.3,12.7,30.8,65.4,32.6,50.3,81.9
TAMIL NADU,TIRUVARUR,40.9,19.2,17.2,33.7,46.8,33.4,64,94
TAMIL NADU,KRISHNAGIRI,4.9,5.8,12.3,39.9,99.4,55.9,75.4,96.4
TAMIL NADU,ARIYALUR,21.2,11.3,13.1,21.9,66.8,51.5,72.7,129.2
TAMIL NADU,TIRUPUR,7.1,6.9,13.4,48,73.7,22,27.1,31.7
PONDICHERRY,PONDICHERRY,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8
PONDICHERRY,KARAIKAL,53.3,42.9,17.1,17,32.5,50,59.2,82.3
PONDICHERRY,MAHE,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8
PONDICHERRY,YANAM,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8
KARNATAKA,UTTAR KANNADA,0.3,0.1,2.7,22.1,114,740.9,1053.8,667.7
KARNATAKA,DAKSHIN KANDA,1.9,0.7,6.4,39.8,180.9,977.2,1227.2,833.6
KARNATAKA,UDUPI,1.4,0.4,4.1,29.4,193.8,1081,1371.6,902.2
KARNATAKA,BELGAM,0.7,0.9,6.2,30.2,74.8,130.4,204,126.7
KARNATAKA,BIDAR,5.9,6.1,10.1,21.7,31.4,137.1,190.7,196.6
KARNATAKA,BIJAPUR,2.4,2.7,5.2,20.1,46.5,94.5,91.8,91.3
KARNATAKA,DHARWAD,2.3,3.2,6.9,46.6,82.5,113.8,149.1,101.6
KARNATAKA,GULBARGA,4.3,2.9,6.2,19.7,36.4,112.8,156.1,167.6
KARNATAKA,YADGIR,4.4,3.6,5.2,20.5,36.8,116.8,153,161.2
KARNATAKA,RAICHUR,1.4,2,4.1,17.7,40.5,81.7,110.2,122.2
KARNATAKA,BAGALKOTE,1.8,1.5,4.5,23.5,57.3,80.1,73.6,72.5
KARNATAKA,GADAG,1.2,1,3.9,33.5,71.7,85.1,70.4,75.3
KARNATAKA,HAVERI,0.3,0.5,4,43.6,78.5,114.7,169.8,111.1
KARNATAKA,KOPPAL,1.2,0.4,2.5,19.2,50.5,72.2,75.6,89.1
KARNATAKA,BANGALORE RUR,1.7,5.8,7.6,36.2,93.1,71.2,91.7,118.1
KARNATAKA,BELLARY,1.4,1.4,2.9,26.2,57.9,72.4,77,89.3
KARNATAKA,CHIKMAGALUR,1.6,2,12,60.2,105.9,395,662.1,425
KARNATAKA,CHITRADURGA,1.4,1.2,4.4,25.8,64.9,50.5,56.1,58.9
KARNATAKA,KODAGU,3.5,4.2,18.5,89.8,152.7,542.2,884.4,543.9
KARNATAKA,HASSAN,1.3,2.5,10.7,55.1,102.2,125,203.8,130
KARNATAKA,KOLAR,2.7,4.5,10.4,27.8,74.4,63.3,76.4,91.2
KARNATAKA,MANDYA,1.9,3.6,7.6,45.3,105.1,48.7,49.3,58.9
KARNATAKA,MYSORE,2.5,3.5,11.4,58.7,124.6,79.7,92.4,64.8
KARNATAKA,SHIMOGA,0.5,0.4,6.3,38,78.3,346.8,624.3,403.8
KARNATAKA,TUMKUR,2.4,3,7.1,34,87.1,61.5,69.7,79.5
KARNATAKA,BANGALORE URB,2.3,6.7,8.2,39.2,106.3,73.9,91.6,128.9
KARNATAKA,CHAMARAJANAGA,3.4,6,13.2,69.2,131.2,61.8,68.7,66
KARNATAKA,DAVANGERE,1.1,0.8,4.2,35,74,78.7,102.9,87
KARNATAKA,RAMNAGAR(BNGR),1.5,4.7,10.2,47.9,122.3,73.1,84.5,108.8
KARNATAKA,CHICKBALLAPUR,2.1,4.6,8.2,27.2,69.4,64.3,89.2,104.9
KERALA,ALAPPUZHA,17.5,27.9,45.1,134,298.7,593,533,343.1
KERALA,CANNUR,2.5,2,7.6,57.9,235,852.4,1055,540.9
KERALA,ERNAKULAM,13.2,18.8,31.2,112,300.4,696.4,670.2,401.3
KERALA,KOTTAYAM,13,24.9,42.3,136.1,281.8,649.1,591.4,386
KERALA,KOZHIKODE,2.3,3.9,15.1,80.9,256.6,895.8,955.2,500.9
KERALA,MALAPPURAM,1.7,3.9,12.7,86.8,221.3,660.9,792.9,395.3
KERALA,PALAKKAD,2.9,6.5,22.5,98.7,158.7,464.3,595.4,333.8
KERALA,KOLLAM,17.5,33.7,62.6,158.5,248.5,457.7,398,258.7
KERALA,THRISSUR,3.4,7.5,17,79.2,289.1,707.4,772.9,440.1
KERALA,THIRUVANANTHA,19.3,21.1,35.5,116.7,216.6,338.7,228.9,142
KERALA,IDUKKI,13.4,22.1,43.6,150.4,232.6,651.6,788.9,527.3
KERALA,KASARGOD,2.3,1,8.4,46.9,217.6,999.6,1108.5,636.3
KERALA,PATHANAMTHITTA,19.8,45.2,73.9,184.9,294.7,556.9,539.9,352.7
KERALA,WAYANAD,4.8,8.3,17.5,83.3,174.6,698.1,1110.4,592.9
LAKSHADWEEP,LAKSHADWEEP,20.8,14.7,11.8,48.9,171.7,330.2,287.7,217.5
